177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,0,1,1,1,1,1,1,1,1,1,1,2,177,177,177,177,177,265,265,265,265,265,265,265,265,264,264,264,264,264,264,264,264,264,264
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,4,5,6,7,23,23,23,24,177,177,177,177,177,265,265,265,265,265,265,265,265,264,264,264,264,264,264,264,264,264,264
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,26,27,28,29,23,23,23,24,177,177,177,177,177,265,265,265,265,265,265,265,265,264,264,264,264,264,264,264,264,264,264
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,48,49,50,51,23,23,23,24,177,177,177,177,177,132,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,134
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,70,71,72,73,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,4,5,6,7,23,23,23,24,1,1,1,1,1,154,155,155,155,155,155,155,155,136,137,138,139,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,26,27,28,29,23,23,23,24,6,6,6,6,6,154,155,155,155,155,155,155,155,158,159,160,161,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,48,49,50,51,23,23,23,24,6,6,6,6,6,154,155,155,155,155,155,155,155,180,181,182,183,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,70,71,72,73,23,23,23,24,11,11,11,11,11,154,155,155,155,155,155,155,155,202,203,204,205,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,27,45,45,45,45,28,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,24,264,264,264,264,22,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,24,264,264,264,264,22,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,49,1,1,1,1,50,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,4,5,6,7,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,136,137,138,139,155,155,155,155,155,156
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,27,45,28,26,27,28,29,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,158,159,160,161,155,155,155,155,11,12
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,24,23,22,48,49,50,51,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,180,181,182,183,155,155,155,155,33,34
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,49,1,50,70,71,72,73,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,202,203,204,205,155,155,11,12,61,34
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,155,155,155,33,166,166,38
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,110,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,11,12,12,61,166,38,57
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,22,23,23,23,23,23,23,23,23,23,23,24,177,177,177,177,177,154,155,155,155,155,155,155,155,155,155,155,33,166,166,166,166,35,23
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,44,45,45,45,45,45,45,45,45,45,45,46,177,177,177,177,177,176,177,177,177,160,155,159,177,177,177,177,33,166,166,166,166,35,23
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,181,199,199,200,264,121,121,121,121,121,121,121,121,49,1,1,1,2,154,155,156,0,1,1,1,33,166,166,166,166,35,23
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,181,199,200,264,264,143,144,13,121,121,121,121,121,121,121,121,121,121,121,24,154,155,156,22,121,23,121,33,166,166,166,166,35,23
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,178,264,264,264,264,165,166,60,13,121,121,121,121,121,121,121,121,121,121,24,154,155,156,22,23,23,121,33,166,166,166,166,60,13
177,177,177,177,177,177,177,177,177,177,177,177,177,177,199,199,200,264,264,264,264,187,171,166,35,121,121,121,121,121,121,121,121,121,121,49,1,1,1,50,23,23,23,33,166,38,56,56,39,60
199,199,199,199,199,199,199,199,199,199,199,199,199,200,264,264,264,264,264,264,264,264,165,166,60,12,12,12,13,121,121,121,121,121,121,121,121,121,121,121,121,23,23,33,166,35,23,23,33,166
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,166,166,166,166,60,12,13,121,121,121,121,23,23,23,23,23,23,23,23,33,166,35,23,23,33,166
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,166,166,166,166,166,166,35,121,121,121,23,23,23,23,23,23,23,121,121,33,166,60,12,12,61,166
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,188,171,166,166,166,166,166,35,121,121,23,23,23,23,23,23,23,23,121,121,33,166,166,166,166,166,166
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,165,166,166,166,166,166,35,121,121,121,121,121,121,121,121,121,121,121,121,33,166,166,166,166,166,166
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,171,166,166,166,166,60,12,12,12,286,287,288,12,12,12,12,12,12,61,166,166,166,38,56,56
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,171,166,166,166,166,166,166,166,308,309,310,166,166,166,166,166,166,166,166,166,166,35,23,23
264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,187,171,166,166,166,166,166,166,308,309,310,166,166,166,166,166,166,166,166,166,166,35,23,23
